gene	p	CHR	POS
ENSSSAG00000045726	0.00886761	ssa02	20431870
ENSSSAG00000052324	2.32E-05	ssa02	20474741
ENSSSAG00000016756	0.00187039	ssa02	20694054
ENSSSAG00000015620	0.00910759	ssa02	20776952
ENSSSAG00000096060	0.00107045	ssa02	20797014
ENSSSAG00000002856	8.55E-08	ssa02	21926217
ENSSSAG00000089992	0.0179547	ssa02	21940363
ENSSSAG00000090248	0.0423956	ssa02	21965704
ENSSSAG00000059449	0.000655449	ssa02	22079258
ENSSSAG00000092766	3.37E-13	ssa02	22301770
ENSSSAG00000039390	1.75E-05	ssa02	22428359
ENSSSAG00000045580	1.02E-06	ssa02	22519404
ENSSSAG00000003126	0.00187047	ssa02	22767122
ENSSSAG00000057222	3.01E-33	ssa02	23059390
ENSSSAG00000041656	0.000647465	ssa02	23587078
ENSSSAG00000091877	0.0157013	ssa02	23670379
ENSSSAG00000056660	6.68E-05	ssa02	24468021
ENSSSAG00000119461	1.17E-05	ssa02	24472395
ENSSSAG00000015599	9.56E-39	ssa02	24473636
ENSSSAG00000083434	4.33E-41	ssa02	24479442
ENSSSAG00000092134	0.0281931	ssa02	24822230
ENSSSAG00000101489	0.0181833	ssa02	24845841
ENSSSAG00000106254	0.00102197	ssa02	24846800
ENSSSAG00000099398	5.04E-15	ssa02	24850342
ENSSSAG00000003335	3.04E-06	ssa02	24850342
ENSSSAG00000008630	0.00710219	ssa02	25401013
ENSSSAG00000090912	0.0374995	ssa02	25433677
ENSSSAG00000112846	0.00578988	ssa02	26038082
ENSSSAG00000019115	0.000680724	ssa02	26074623
ENSSSAG00000044827	0.000158486	ssa02	26308615
ENSSSAG00000114647	0.016945	ssa02	26308615
ENSSSAG00000045586	0.0126485	ssa02	26775047
ENSSSAG00000039365	6.29E-07	ssa02	27443351
ENSSSAG00000051760	0.0237433	ssa02	27601949
ENSSSAG00000045011	2.32E-30	ssa02	27667194
ENSSSAG00000087691	3.16E-30	ssa02	27667194
ENSSSAG00000045497	0.00147869	ssa02	27671632
ENSSSAG00000068858	0.0168407	ssa02	28307593
ENSSSAG00000055046	5.43E-20	ssa02	28364477
ENSSSAG00000094161	1.17E-14	ssa02	28634386
ENSSSAG00000003021	0.0464502	ssa02	29043184
ENSSSAG00000010086	0.0187245	ssa02	29132806
ENSSSAG00000083479	7.31E-15	ssa02	29790796
ENSSSAG00000086685	0.0275036	ssa02	29836413
ENSSSAG00000097549	0.0335761	ssa02	30381517
ENSSSAG00000068921	0.0184389	ssa02	30414255
ENSSSAG00000042339	5.81E-25	ssa02	30417584
ENSSSAG00000071506	4.71E-07	ssa02	30629417
ENSSSAG00000083385	0.000968886	ssa02	30656114
ENSSSAG00000055704	1.00E-05	ssa02	31129085
ENSSSAG00000043773	0.00927919	ssa02	31129085
ENSSSAG00000051396	0.000394664	ssa02	31172884
ENSSSAG00000117570	0.0126121	ssa02	31172884
ENSSSAG00000119516	0.00218147	ssa02	31173036
ENSSSAG00000082255	0.0484008	ssa02	31173134
ENSSSAG00000052268	0.0223059	ssa02	31174521
ENSSSAG00000097502	0.0358067	ssa02	31174521
ENSSSAG00000121557	0.039918	ssa02	31174521
ENSSSAG00000055771	0.00385316	ssa02	31257841
ENSSSAG00000042166	1.32E-12	ssa02	31557706
ENSSSAG00000036681	0.0480622	ssa02	32179343
ENSSSAG00000045594	0.0190773	ssa02	32196377
ENSSSAG00000111507	0.0016216	ssa02	32265148
ENSSSAG00000097531	0.00725169	ssa02	32334428
ENSSSAG00000051646	0.0227993	ssa02	32384525
ENSSSAG00000042363	2.95E-05	ssa02	32492357
ENSSSAG00000045531	1.28E-06	ssa02	32679819
ENSSSAG00000048159	5.38E-06	ssa02	32718435
ENSSSAG00000051031	9.66E-05	ssa02	32798707
ENSSSAG00000110948	1.46E-15	ssa02	32809148
ENSSSAG00000048802	3.49E-14	ssa02	32827800
ENSSSAG00000115601	4.67E-09	ssa02	32953168
ENSSSAG00000042854	0.00757523	ssa02	32956938
ENSSSAG00000051408	0.00766887	ssa02	33050926
ENSSSAG00000064543	6.94E-05	ssa02	33052673
ENSSSAG00000058553	1.31E-14	ssa02	33112339
ENSSSAG00000120311	0.000280768	ssa02	33122492
ENSSSAG00000072161	0.0265121	ssa02	33622112
ENSSSAG00000070921	4.79E-24	ssa02	34953415
ENSSSAG00000109417	2.63E-55	ssa02	35275341
ENSSSAG00000042807	0.0155188	ssa02	35345242
ENSSSAG00000003765	1.81E-08	ssa02	35359518
ENSSSAG00000093440	0.000105144	ssa02	35530817
ENSSSAG00000103736	2.53E-32	ssa02	35782523
ENSSSAG00000096026	0.00669695	ssa02	35867848
ENSSSAG00000072290	4.37E-11	ssa02	36026368
ENSSSAG00000072155	1.52E-05	ssa02	36388823
ENSSSAG00000076658	0.0318585	ssa02	37284100
ENSSSAG00000076595	0.00139379	ssa02	37346823
ENSSSAG00000053417	0.0342484	ssa02	37355756
ENSSSAG00000058938	0.000486769	ssa02	37811441
ENSSSAG00000062999	0.00319287	ssa02	37816960
ENSSSAG00000068017	7.67E-05	ssa02	38209535
ENSSSAG00000068157	0.0369706	ssa02	38518276
ENSSSAG00000076465	0.0246807	ssa02	39117482
ENSSSAG00000047795	0.0140615	ssa02	39346961
ENSSSAG00000068005	0.000353941	ssa02	39497654
ENSSSAG00000111295	1.11E-22	ssa02	39643033
ENSSSAG00000068219	0.00100924	ssa02	39647780
ENSSSAG00000074537	7.46E-09	ssa02	40212584
ENSSSAG00000030089	0.0134755	ssa02	40301657
ENSSSAG00000047240	0.03181	ssa02	41594126
ENSSSAG00000076532	0.0190065	ssa02	41666547
ENSSSAG00000075879	2.07E-34	ssa02	42060560
ENSSSAG00000118278	4.87E-11	ssa02	42060560
ENSSSAG00000076830	8.16E-05	ssa02	43007893
ENSSSAG00000093220	1.96E-15	ssa02	43039936
ENSSSAG00000047139	1.58E-22	ssa02	44153065
ENSSSAG00000066250	2.93E-05	ssa02	44178001
ENSSSAG00000100982	0.000155821	ssa02	44789105
ENSSSAG00000064284	0.0322895	ssa02	44835397
ENSSSAG00000066484	0.00231409	ssa02	44930291
ENSSSAG00000121440	0.00207525	ssa02	45397802
ENSSSAG00000066313	0.000489126	ssa02	45473524
ENSSSAG00000112408	1.39E-05	ssa02	45877144
ENSSSAG00000068167	3.13E-06	ssa02	46002240
ENSSSAG00000068174	0.000756542	ssa02	46043409
ENSSSAG00000083362	9.38E-13	ssa02	50443760
ENSSSAG00000107647	0.0203992	ssa02	51070008
ENSSSAG00000085838	3.09E-15	ssa02	51566068
ENSSSAG00000046892	4.47E-20	ssa02	51708150
ENSSSAG00000044816	0.00609736	ssa02	51858250
ENSSSAG00000049666	0.0288963	ssa02	52450622
ENSSSAG00000054152	0.0261183	ssa02	52454184
ENSSSAG00000000613	1.13E-07	ssa02	52647850
ENSSSAG00000000820	0.0142211	ssa02	52648124
ENSSSAG00000049802	1.80E-16	ssa02	52669444
ENSSSAG00000001092	1.71E-09	ssa02	52723364
ENSSSAG00000049716	1.98E-05	ssa02	53115555
ENSSSAG00000002024	0.00247095	ssa02	53257801
ENSSSAG00000001998	6.38E-13	ssa02	53322131
ENSSSAG00000001442	0.0282725	ssa02	53571964
ENSSSAG00000046853	0.000410071	ssa02	53676130
ENSSSAG00000044549	4.80E-09	ssa02	53850252
ENSSSAG00000047242	0.00226424	ssa02	53889262
ENSSSAG00000036209	3.13E-05	ssa02	53893246
ENSSSAG00000116514	1.30E-16	ssa02	54336477
ENSSSAG00000006299	0.00784853	ssa02	54504689
ENSSSAG00000047191	5.91E-12	ssa02	54605647
ENSSSAG00000039321	0.0153786	ssa02	54752657
ENSSSAG00000086280	0.00960828	ssa02	54918569
ENSSSAG00000103440	0.042432	ssa02	55539407
ENSSSAG00000043111	0.00312969	ssa02	55819706
ENSSSAG00000047199	2.37E-40	ssa02	56110289
ENSSSAG00000048372	1.84E-18	ssa02	56347316
ENSSSAG00000048355	0.0168696	ssa02	56390204
ENSSSAG00000053064	2.42E-06	ssa02	56645551
ENSSSAG00000046996	2.26E-27	ssa02	56965541
ENSSSAG00000121195	5.02E-08	ssa02	56980758
ENSSSAG00000086217	3.69E-08	ssa02	57380360
ENSSSAG00000048324	1.37E-07	ssa02	58041319
ENSSSAG00000075378	0.00314754	ssa02	58209094
ENSSSAG00000001222	1.20E-08	ssa02	58878185
ENSSSAG00000077352	3.26E-22	ssa02	59518314
ENSSSAG00000001366	0.00032572	ssa02	60592052
ENSSSAG00000077953	1.26E-10	ssa02	60748089
ENSSSAG00000007411	0.00363329	ssa02	61966508
ENSSSAG00000006354	0.000259334	ssa02	63990390
ENSSSAG00000119027	0.000795049	ssa02	63990390
ENSSSAG00000117388	3.30E-19	ssa02	64464883
ENSSSAG00000001098	0.00207267	ssa02	64542018
ENSSSAG00000000830	3.46E-06	ssa02	64583206
ENSSSAG00000001361	0.000409735	ssa02	64770402
ENSSSAG00000012709	1.54E-05	ssa02	65176603
ENSSSAG00000001600	0.00576844	ssa02	65176603
ENSSSAG00000113129	2.77E-24	ssa02	65455986
ENSSSAG00000115440	0.026426	ssa02	65543916
ENSSSAG00000039747	1.29E-35	ssa02	65626783
ENSSSAG00000000485	0.000405764	ssa02	65626783
ENSSSAG00000072785	0.03537	ssa02	65626783
ENSSSAG00000000249	6.08E-09	ssa02	66143799
ENSSSAG00000000272	3.12E-10	ssa02	66164309
ENSSSAG00000008602	0.0129795	ssa02	66164309
ENSSSAG00000116234	0.00264198	ssa02	66630058
ENSSSAG00000100606	0.0239001	ssa02	66630058
ENSSSAG00000082590	8.75E-08	ssa02	66659148
ENSSSAG00000085350	2.11E-05	ssa02	67100333
ENSSSAG00000008427	0.010157	ssa02	67101248
ENSSSAG00000000591	7.58E-13	ssa02	67457790
ENSSSAG00000001115	0.0223496	ssa02	68199209
ENSSSAG00000107198	0.0203234	ssa02	69498212
ENSSSAG00000097461	2.24E-05	ssa02	70599898
ENSSSAG00000086740	2.28E-08	ssa02	70600135
ENSSSAG00000094358	0.000289663	ssa02	71040516
ENSSSAG00000108611	2.81E-16	ssa02	71459368
ENSSSAG00000008206	4.70E-15	ssa02	71459368
ENSSSAG00000000859	0.00562851	ssa02	71459368
ENSSSAG00000111695	0.0314425	ssa02	71459368
ENSSSAG00000101734	2.88E-08	ssa02	72055403
ENSSSAG00000084794	0.000505796	ssa02	72088318
ENSSSAG00000001109	0.0204534	ssa02	72240008
ENSSSAG00000005284	7.20E-21	ssa02	73236383
ENSSSAG00000119316	7.95E-17	ssa02	73236383
ENSSSAG00000113788	0.0152538	ssa02	73238383
ENSSSAG00000084155	1.72E-30	ssa02	73244321
ENSSSAG00000044219	4.43E-24	ssa02	73244321
ENSSSAG00000087340	0.0377779	ssa02	73244321
ENSSSAG00000110788	1.44E-08	ssa02	73247197
ENSSSAG00000095943	0.0123503	ssa02	73247197
ENSSSAG00000000527	0.0338307	ssa02	73425769
ENSSSAG00000110684	2.66E-09	ssa02	74563127
ENSSSAG00000105905	0.0315447	ssa02	74563127
ENSSSAG00000001463	1.05E-17	ssa02	74565175
ENSSSAG00000000805	0.00210441	ssa02	74565175
ENSSSAG00000104658	0.0131013	ssa02	74565175
ENSSSAG00000008686	0.0203502	ssa02	74565175
ENSSSAG00000117296	1.85E-14	ssa02	74589173
ENSSSAG00000113988	9.99E-08	ssa02	74589173
ENSSSAG00000099118	7.57E-05	ssa02	74589173
ENSSSAG00000098555	0.000226036	ssa02	74934599
ENSSSAG00000004803	0.00459282	ssa02	74934599
ENSSSAG00000097469	8.29E-74	ssa02	75262038
ENSSSAG00000122137	3.80E-46	ssa02	75262038
ENSSSAG00000112615	2.61E-28	ssa02	75262038
ENSSSAG00000000525	1.58E-14	ssa02	75262038
ENSSSAG00000004994	7.85E-09	ssa02	75262038
ENSSSAG00000043422	1.45E-05	ssa02	75262038
ENSSSAG00000068068	0.000239135	ssa02	75262038
ENSSSAG00000085285	0.0221676	ssa02	75262038
ENSSSAG00000107437	4.20E-08	ssa02	75901571
ENSSSAG00000000210	0.0206705	ssa02	76101351
ENSSSAG00000003641	0.00228231	ssa02	76910074
ENSSSAG00000099083	0.0204891	ssa02	77112464
ENSSSAG00000084818	0.0226571	ssa02	77218708
ENSSSAG00000115994	6.70E-08	ssa02	77600865
ENSSSAG00000005005	4.65E-05	ssa02	77600865
ENSSSAG00000110000	8.61E-11	ssa02	81216249
ENSSSAG00000097560	2.11E-36	ssa02	82648484
ENSSSAG00000113485	0.00893756	ssa02	82648484
ENSSSAG00000096091	5.39E-19	ssa02	83052164
ENSSSAG00000109622	3.29E-08	ssa02	83052164
ENSSSAG00000104041	4.80E-06	ssa02	83052164
ENSSSAG00000115369	0.00241791	ssa02	83052164
ENSSSAG00000112188	0.000919561	ssa02	83086921
ENSSSAG00000118171	0.0369915	ssa02	83262843
ENSSSAG00000097281	0.00886378	ssa02	83453874
ENSSSAG00000003450	4.54E-10	ssa02	83477642
ENSSSAG00000114929	0.00543289	ssa02	83901637
ENSSSAG00000120406	0.0450958	ssa02	83901637
ENSSSAG00000118397	0.028894	ssa02	83929287
ENSSSAG00000112512	0.0314976	ssa02	83966551
ENSSSAG00000000998	6.51E-07	ssa02	84080782
ENSSSAG00000087972	0.00239701	ssa02	84080782
ENSSSAG00000117065	0.0053326	ssa02	84882918
ENSSSAG00000082124	2.97E-09	ssa02	84968661
ENSSSAG00000114285	0.00697507	ssa02	84968661
ENSSSAG00000001993	0.00650064	ssa02	92273401
ENSSSAG00000119555	6.74E-05	ssa02	92333952
ENSSSAG00000094254	3.35E-16	ssa02	92343851
ENSSSAG00000094956	3.57E-07	ssa02	92343851
ENSSSAG00000107671	1.72E-06	ssa02	92343851
ENSSSAG00000103589	2.83E-10	ssa02	92452661
ENSSSAG00000094413	2.43E-25	ssa02	93353219
ENSSSAG00000111688	2.37E-17	ssa02	93353219
ENSSSAG00000097001	0.00408147	ssa02	93353219
ENSSSAG00000115459	0.00793669	ssa02	93353219
ENSSSAG00000090669	0.000986918	ssa02	94146305
ENSSSAG00000084391	0.019438	ssa02	94146305
ENSSSAG00000062621	1.20E-10	ssa02	94319180
ENSSSAG00000088935	0.00636773	ssa02	94319180
ENSSSAG00000077201	2.44E-42	ssa03	1326952
ENSSSAG00000082844	0.0405836	ssa03	1327037
ENSSSAG00000039569	0.0238008	ssa03	1764691
ENSSSAG00000085593	1.56E-16	ssa03	2071567
ENSSSAG00000006614	0.00205755	ssa03	2691725
ENSSSAG00000059507	1.87E-05	ssa03	2798221
ENSSSAG00000047786	0.00420436	ssa03	2798221
ENSSSAG00000086107	2.57E-17	ssa03	3410482
ENSSSAG00000060920	0.040032	ssa03	3487383
ENSSSAG00000114821	8.89E-08	ssa03	3681108
ENSSSAG00000083840	0.025267	ssa03	3709179
ENSSSAG00000041353	0.0376011	ssa03	4670600
ENSSSAG00000051415	0.00282915	ssa03	4818352
ENSSSAG00000120190	4.36E-05	ssa03	4883925
ENSSSAG00000039701	0.000306739	ssa03	4955141
ENSSSAG00000051366	2.93E-15	ssa03	5284382
ENSSSAG00000112186	0.00522434	ssa03	5284382
ENSSSAG00000041172	0.0112906	ssa03	5481089
ENSSSAG00000119824	0.00175705	ssa03	5482533
ENSSSAG00000098492	0.0467372	ssa03	6289027
ENSSSAG00000119148	0.0348777	ssa03	6853135
ENSSSAG00000116905	1.50E-07	ssa03	7344834
ENSSSAG00000051706	1.87E-05	ssa03	7362334
ENSSSAG00000040615	1.95E-05	ssa03	7404348
ENSSSAG00000060374	9.88E-06	ssa03	7786471
ENSSSAG00000048696	6.96E-25	ssa03	8209532
ENSSSAG00000047048	1.48E-10	ssa03	8761691
ENSSSAG00000046955	0.0176199	ssa03	8761691
ENSSSAG00000054770	6.36E-05	ssa03	8902138
ENSSSAG00000111502	0.0236875	ssa03	9925869
ENSSSAG00000096602	1.14E-22	ssa03	9928641
ENSSSAG00000063651	0.000164967	ssa03	9967075
ENSSSAG00000074855	0.0126292	ssa03	9967075
ENSSSAG00000092395	0.00112419	ssa03	10052390
ENSSSAG00000074223	0.0163945	ssa03	10309252
ENSSSAG00000069514	0.0145913	ssa03	10387195
ENSSSAG00000097755	3.06E-41	ssa03	10409909
ENSSSAG00000004794	2.05E-18	ssa03	10409909
ENSSSAG00000004893	1.50E-13	ssa03	10544183
ENSSSAG00000005192	6.36E-06	ssa03	11099698
ENSSSAG00000048430	0.0194226	ssa03	11340531
ENSSSAG00000069649	0.00054451	ssa03	11423742
ENSSSAG00000048618	8.95E-07	ssa03	11975628
ENSSSAG00000048653	6.36E-49	ssa03	12011256
ENSSSAG00000086998	0.00106797	ssa03	12011256
ENSSSAG00000054764	1.08E-30	ssa03	12089453
ENSSSAG00000054881	0.00459243	ssa03	12352026
ENSSSAG00000094055	1.62E-35	ssa03	14072403
ENSSSAG00000051402	2.41E-05	ssa03	14072403
ENSSSAG00000076582	1.02E-09	ssa03	14426800
ENSSSAG00000071741	0.00239199	ssa03	14426800
ENSSSAG00000051484	0.00501744	ssa03	15330892
ENSSSAG00000005275	0.00517731	ssa03	15576095
ENSSSAG00000069307	0.0365954	ssa03	15756678
ENSSSAG00000003163	2.53E-33	ssa03	16133345
ENSSSAG00000085774	9.26E-09	ssa03	16229795
ENSSSAG00000096987	0.0145229	ssa03	16285872
ENSSSAG00000008022	5.43E-23	ssa03	16931982
ENSSSAG00000117680	1.41E-21	ssa03	17277153
ENSSSAG00000072141	0.00040458	ssa03	17277153
ENSSSAG00000003204	3.61E-62	ssa03	17802299
ENSSSAG00000047126	1.80E-13	ssa03	17812574
ENSSSAG00000001812	0.0317533	ssa03	17832003
ENSSSAG00000047917	6.41E-101	ssa03	17951550
ENSSSAG00000051425	4.46E-05	ssa03	18218949
ENSSSAG00000015859	0.040036	ssa03	18355276
ENSSSAG00000003034	1.36E-12	ssa03	18408833
ENSSSAG00000115373	1.06E-06	ssa03	18773184
ENSSSAG00000055451	6.33E-10	ssa03	19211275
ENSSSAG00000043526	0.0296878	ssa03	19232263
ENSSSAG00000080402	0.0257827	ssa03	19414039
ENSSSAG00000047920	0.00464723	ssa03	20770982
ENSSSAG00000047944	0.0264838	ssa03	20770982
ENSSSAG00000064701	4.09E-19	ssa03	21394989
ENSSSAG00000069231	1.59E-09	ssa03	22119527
ENSSSAG00000080527	0.0333821	ssa03	22150563
ENSSSAG00000031121	2.83E-11	ssa03	22379859
ENSSSAG00000080590	0.000269809	ssa03	22689762
ENSSSAG00000106680	2.30E-23	ssa03	22770847
ENSSSAG00000079698	0.00286051	ssa03	23299630
ENSSSAG00000080552	0.0110537	ssa03	24841022
ENSSSAG00000116739	2.36E-06	ssa03	24841023
ENSSSAG00000080263	3.07E-08	ssa03	25742806
ENSSSAG00000075640	0.0318436	ssa03	26578190
ENSSSAG00000063396	0.00216438	ssa03	27203119
ENSSSAG00000093819	0.00520517	ssa03	27349770
ENSSSAG00000102449	0.0249376	ssa03	27522650
ENSSSAG00000043728	2.54E-05	ssa03	27545939
ENSSSAG00000000942	7.94E-09	ssa03	27899923
ENSSSAG00000075613	0.0394792	ssa03	29221528
ENSSSAG00000001063	0.0472461	ssa03	29279976
ENSSSAG00000000957	1.35E-05	ssa03	30294312
ENSSSAG00000001949	2.27E-48	ssa03	30893973
ENSSSAG00000075455	0.0244208	ssa03	31026347
ENSSSAG00000077147	0.033401	ssa03	31028269
ENSSSAG00000070459	6.32E-42	ssa03	32314548
ENSSSAG00000070777	5.49E-05	ssa03	32467599
ENSSSAG00000071078	0.0223281	ssa03	32473017
ENSSSAG00000096426	0.044478	ssa03	32533449
ENSSSAG00000043705	0.00142799	ssa03	33722122
ENSSSAG00000042944	0.000506191	ssa03	33942806
ENSSSAG00000064036	0.000214948	ssa03	34719796
ENSSSAG00000063950	0.0241777	ssa03	34756407
ENSSSAG00000098085	0.000111351	ssa03	34781343
ENSSSAG00000037707	0.00246974	ssa03	34801277
ENSSSAG00000056389	0.00469652	ssa03	35038662
ENSSSAG00000083946	0.00255417	ssa03	35339056
ENSSSAG00000043019	0.0155443	ssa03	35339056
ENSSSAG00000056369	1.44E-08	ssa03	35847363
ENSSSAG00000056385	0.00165762	ssa03	35897599
ENSSSAG00000044653	2.90E-13	ssa03	35956263
ENSSSAG00000104495	1.37E-05	ssa03	35983215
ENSSSAG00000074950	3.17E-06	ssa03	36155586
ENSSSAG00000041406	0.00431461	ssa03	36423013
ENSSSAG00000064008	3.64E-25	ssa03	36497487
ENSSSAG00000067779	4.94E-09	ssa03	36501441
ENSSSAG00000064120	6.04E-06	ssa03	36597538
ENSSSAG00000102393	3.94E-12	ssa03	36613059
ENSSSAG00000041831	0.0327675	ssa03	36626509
ENSSSAG00000063976	6.32E-08	ssa03	36627144
ENSSSAG00000067758	0.00791625	ssa03	36668411
ENSSSAG00000041455	0.000151112	ssa03	36915322
ENSSSAG00000039329	5.95E-06	ssa03	37293532
ENSSSAG00000041624	1.47E-37	ssa03	37315328
ENSSSAG00000041897	3.39E-06	ssa03	37614953
ENSSSAG00000080675	0.000303135	ssa03	37614953
ENSSSAG00000080761	4.32E-11	ssa03	37618354
ENSSSAG00000041917	0.00424341	ssa03	37688259
ENSSSAG00000041881	2.33E-18	ssa03	37747235
ENSSSAG00000041909	0.0444797	ssa03	38108119
ENSSSAG00000080898	0.0343303	ssa03	38122004
ENSSSAG00000080848	0.000451194	ssa03	42708788
ENSSSAG00000080773	0.0126821	ssa03	42708788
ENSSSAG00000001032	0.0294451	ssa03	42737203
ENSSSAG00000066998	0.0223054	ssa03	43287220
ENSSSAG00000081552	0.0240786	ssa03	44381531
ENSSSAG00000066255	0.0411668	ssa03	44634638
ENSSSAG00000094829	1.96E-52	ssa03	44653155
ENSSSAG00000104897	0.00101233	ssa03	44669216
ENSSSAG00000001259	0.039151	ssa03	44932239
ENSSSAG00000109197	0.00655785	ssa03	45401546
ENSSSAG00000002136	6.01E-09	ssa03	45547940
ENSSSAG00000000382	1.54E-12	ssa03	45863541
ENSSSAG00000000487	0.0332908	ssa03	46313561
ENSSSAG00000066971	2.67E-08	ssa03	46314254
ENSSSAG00000065016	0.00279822	ssa03	46314254
ENSSSAG00000099572	0.0139856	ssa03	46454430
ENSSSAG00000113248	0.0321003	ssa03	46468648
ENSSSAG00000093498	0.00468936	ssa03	47412699
ENSSSAG00000001355	0.0231692	ssa03	48092135
ENSSSAG00000001095	0.0102929	ssa03	48704435
ENSSSAG00000090286	0.000135794	ssa03	49343022
ENSSSAG00000008475	0.0083321	ssa03	49427008
ENSSSAG00000002099	1.69E-07	ssa03	49459605
ENSSSAG00000083323	0.0172858	ssa03	50446081
ENSSSAG00000001724	1.32E-19	ssa03	51445025
ENSSSAG00000109314	0.00106512	ssa03	51487669
ENSSSAG00000001624	0.0411539	ssa03	51487669
ENSSSAG00000001839	4.73E-06	ssa03	51502144
ENSSSAG00000104291	0.0098444	ssa03	51728904
ENSSSAG00000001780	1.79E-10	ssa03	51735152
ENSSSAG00000088069	0.0323155	ssa03	51741403
ENSSSAG00000008351	0.000537148	ssa03	51748866
ENSSSAG00000089065	0.0426906	ssa03	51759111
ENSSSAG00000048179	1.41E-06	ssa03	51774925
ENSSSAG00000107946	0.0184795	ssa03	51774925
ENSSSAG00000104952	0.0135733	ssa03	51829452
ENSSSAG00000002790	0.00479672	ssa03	52068929
ENSSSAG00000001707	0.00793488	ssa03	52092287
ENSSSAG00000008154	3.04E-08	ssa03	52298475
ENSSSAG00000100285	8.92E-44	ssa03	52304754
ENSSSAG00000003784	4.31E-22	ssa03	52304754
ENSSSAG00000010802	5.19E-11	ssa03	52304754
ENSSSAG00000086169	0.0479865	ssa03	52818938
ENSSSAG00000121730	0.0361439	ssa03	52896439
ENSSSAG00000008498	2.00E-57	ssa03	52937374
ENSSSAG00000047518	0.0435938	ssa03	52967651
ENSSSAG00000008093	2.96E-15	ssa03	53001765
ENSSSAG00000121637	0.00604857	ssa03	53057074
ENSSSAG00000113207	6.10E-09	ssa03	53439627
ENSSSAG00000008263	1.28E-06	ssa03	53549754
ENSSSAG00000055156	2.92E-05	ssa03	53554308
ENSSSAG00000062926	3.20E-11	ssa03	53823054
ENSSSAG00000046913	0.000274345	ssa03	53909574
ENSSSAG00000118646	1.10E-12	ssa03	54084200
ENSSSAG00000038320	3.93E-10	ssa03	54313211
ENSSSAG00000009065	0.00105809	ssa03	54327897
ENSSSAG00000043533	0.0313824	ssa03	54428542
ENSSSAG00000047612	0.00253796	ssa03	54554033
ENSSSAG00000050252	3.25E-17	ssa03	54570888
ENSSSAG00000004738	0.0022965	ssa03	54636302
ENSSSAG00000003179	0.0179861	ssa03	54828796
ENSSSAG00000110530	8.83E-11	ssa03	55184302
ENSSSAG00000007825	5.53E-23	ssa03	55590621
ENSSSAG00000044273	0.00570983	ssa03	55590621
ENSSSAG00000055178	0.00534994	ssa03	56385763
ENSSSAG00000044241	0.000432497	ssa03	56961859
ENSSSAG00000096429	9.60E-08	ssa03	57421411
ENSSSAG00000115558	0.0250132	ssa03	57431984
ENSSSAG00000040762	8.81E-06	ssa03	58125551
ENSSSAG00000008863	3.09E-82	ssa03	58341221
ENSSSAG00000008378	0.0205317	ssa03	58381313
ENSSSAG00000072328	1.00E-07	ssa03	58705664
ENSSSAG00000010096	3.82E-13	ssa03	58758318
ENSSSAG00000040802	0.0389048	ssa03	59121654
ENSSSAG00000009582	5.08E-07	ssa03	59211804
ENSSSAG00000110455	0.0422798	ssa03	59236328
ENSSSAG00000098046	5.91E-09	ssa03	59240644
ENSSSAG00000097942	1.95E-09	ssa03	59666975
ENSSSAG00000040597	9.59E-12	ssa03	60060496
ENSSSAG00000003916	1.56E-05	ssa03	60066298
ENSSSAG00000003944	0.00161931	ssa03	60182312
ENSSSAG00000000307	1.38E-13	ssa03	60182621
ENSSSAG00000003377	0.011229	ssa03	60401570
ENSSSAG00000003156	1.10E-43	ssa03	60729460
ENSSSAG00000040677	0.016506	ssa03	60778761
ENSSSAG00000003820	0.00125581	ssa03	61050601
ENSSSAG00000004038	3.45E-65	ssa03	61102031
ENSSSAG00000112651	3.83E-43	ssa03	61102031
ENSSSAG00000094455	0.0109285	ssa03	61153424
ENSSSAG00000121453	0.00267382	ssa03	61164828
ENSSSAG00000104983	0.018781	ssa03	61249056
ENSSSAG00000056269	0.00281026	ssa03	61464687
ENSSSAG00000115602	0.043936	ssa03	61517349
ENSSSAG00000089126	0.000475809	ssa03	61584061
ENSSSAG00000068970	0.0157091	ssa03	61607870
ENSSSAG00000065233	0.00160693	ssa03	61789702
ENSSSAG00000106064	1.22E-08	ssa03	61936265
ENSSSAG00000118972	0.0380011	ssa03	61943293
ENSSSAG00000067764	0.0355372	ssa03	62066819
