type	clan	gene1	gene2	ID	redip.class
ss4r	OG5v0000153.192	ENSSSAG00000069653	ENSSSAG00000094623	ENSSSAG00000069653_Ssal_ENSSSAG00000094623_Ssal	NA
ss4r	OG5v0000155.127	ENSSSAG00000001575	ENSSSAG00000065440	ENSSSAG00000001575_Ssal_ENSSSAG00000065440_Ssal	AORe
ss4r	OG5v0000155.163	ENSSSAG00000096156	ENSSSAG00000104497	ENSSSAG00000096156_Ssal_ENSSSAG00000104497_Ssal	AORe
ss4r	OG5v0000155.186	ENSSSAG00000070363	ENSSSAG00000055488	ENSSSAG00000055488_Ssal_ENSSSAG00000070363_Ssal	NA
ss4r	OG5v0000155.202	ENSSSAG00000085395	ENSSSAG00000026509	ENSSSAG00000026509_Ssal_ENSSSAG00000085395_Ssal	NA
ss4r	OG5v0000156.116	ENSSSAG00000077567	ENSSSAG00000097611	ENSSSAG00000077567_Ssal_ENSSSAG00000097611_Ssal	AORe
ss4r	OG5v0000156.200	ENSSSAG00000092008	ENSSSAG00000110250	ENSSSAG00000092008_Ssal_ENSSSAG00000110250_Ssal	AORe
ss4r	OG5v0000156.168	ENSSSAG00000075796	ENSSSAG00000043760	ENSSSAG00000043760_Ssal_ENSSSAG00000075796_Ssal	NA
ss4r	OG5v0000156.186	ENSSSAG00000073523	ENSSSAG00000076466	ENSSSAG00000073523_Ssal_ENSSSAG00000076466_Ssal	AORe
ss4r	OG5v0000158.115	ENSSSAG00000066940	ENSSSAG00000047688	ENSSSAG00000047688_Ssal_ENSSSAG00000066940_Ssal	AORe
ss4r	OG5v0000158.141	ENSSSAG00000046326	ENSSSAG00000007463	ENSSSAG00000007463_Ssal_ENSSSAG00000046326_Ssal	AORe
ss4r	OG5v0000158.163	ENSSSAG00000076396	ENSSSAG00000073856	ENSSSAG00000073856_Ssal_ENSSSAG00000076396_Ssal	AORe
ss4r	OG5v0000158.182	ENSSSAG00000054988	ENSSSAG00000002737	ENSSSAG00000002737_Ssal_ENSSSAG00000054988_Ssal	LORe
ss4r	OG5v0000158.199	ENSSSAG00000081049	ENSSSAG00000081272	ENSSSAG00000081049_Ssal_ENSSSAG00000081272_Ssal	AORe
ss4r	OG5v0000159.114	ENSSSAG00000066692	ENSSSAG00000006617	ENSSSAG00000006617_Ssal_ENSSSAG00000066692_Ssal	LORe
ss4r	OG5v0000159.131	ENSSSAG00000088971	ENSSSAG00000049774	ENSSSAG00000049774_Ssal_ENSSSAG00000088971_Ssal	NA
ss4r	OG5v0000159.164	ENSSSAG00000110492	ENSSSAG00000102161	ENSSSAG00000102161_Ssal_ENSSSAG00000110492_Ssal	AORe
ss4r	OG5v0000159.198	ENSSSAG00000064191	ENSSSAG00000070689	ENSSSAG00000064191_Ssal_ENSSSAG00000070689_Ssal	AORe
ss4r	OG5v0000161.115	ENSSSAG00000090399	ENSSSAG00000066974	ENSSSAG00000066974_Ssal_ENSSSAG00000090399_Ssal	AORe
ss4r	OG5v0000161.133	ENSSSAG00000051782	ENSSSAG00000008581	ENSSSAG00000008581_Ssal_ENSSSAG00000051782_Ssal	AORe
ss4r	OG5v0000161.154	ENSSSAG00000118666	ENSSSAG00000091193	ENSSSAG00000091193_Ssal_ENSSSAG00000118666_Ssal	AORe
ss4r	OG5v0000161.170	ENSSSAG00000088360	ENSSSAG00000067456	ENSSSAG00000067456_Ssal_ENSSSAG00000088360_Ssal	NA
ss4r	OG5v0000161.185	ENSSSAG00000121817	ENSSSAG00000072024	ENSSSAG00000072024_Ssal_ENSSSAG00000121817_Ssal	AORe
ss4r	OG5v0000162.123	ENSSSAG00000086881	ENSSSAG00000070515	ENSSSAG00000070515_Ssal_ENSSSAG00000086881_Ssal	AORe
ss4r	OG5v0000166.112	ENSSSAG00000078487	ENSSSAG00000072528	ENSSSAG00000072528_Ssal_ENSSSAG00000078487_Ssal	NA
ss4r	OG5v0000166.184	ENSSSAG00000079780	ENSSSAG00000070298	ENSSSAG00000070298_Ssal_ENSSSAG00000079780_Ssal	AORe
ss4r	OG5v0000166.197	ENSSSAG00000115078	ENSSSAG00000041858	ENSSSAG00000041858_Ssal_ENSSSAG00000115078_Ssal	AORe
ss4r	OG5v0000166.165	ENSSSAG00000072129	ENSSSAG00000045462	ENSSSAG00000045462_Ssal_ENSSSAG00000072129_Ssal	AORe
ss4r	OG5v0000167.141	ENSSSAG00000107231	ENSSSAG00000077887	ENSSSAG00000077887_Ssal_ENSSSAG00000107231_Ssal	AORe
ss4r	OG5v0000167.195	ENSSSAG00000008269	ENSSSAG00000117570	ENSSSAG00000008269_Ssal_ENSSSAG00000117570_Ssal	LORe
ss4r	OG5v0000167.112	ENSSSAG00000099276	ENSSSAG00000062971	ENSSSAG00000062971_Ssal_ENSSSAG00000099276_Ssal	LORe
ss4r	OG5v0000173.112	ENSSSAG00000069106	ENSSSAG00000073464	ENSSSAG00000069106_Ssal_ENSSSAG00000073464_Ssal	LORe
ss4r	OG5v0000173.154	ENSSSAG00000063697	ENSSSAG00000081636	ENSSSAG00000063697_Ssal_ENSSSAG00000081636_Ssal	AORe
ss4r	OG5v0000173.171	ENSSSAG00000103631	ENSSSAG00000099740	ENSSSAG00000099740_Ssal_ENSSSAG00000103631_Ssal	AORe
ss4r	OG5v0000173.191	ENSSSAG00000114123	ENSSSAG00000094042	ENSSSAG00000094042_Ssal_ENSSSAG00000114123_Ssal	AORe
ss4r	OG5v0000173.136	ENSSSAG00000064673	ENSSSAG00000064282	ENSSSAG00000064282_Ssal_ENSSSAG00000064673_Ssal	NA
ss4r	OG5v0000174.111	ENSSSAG00000071052	ENSSSAG00000116812	ENSSSAG00000071052_Ssal_ENSSSAG00000116812_Ssal	AORe
ss4r	OG5v0000174.133	ENSSSAG00000078584	ENSSSAG00000066129	ENSSSAG00000066129_Ssal_ENSSSAG00000078584_Ssal	AORe
ss4r	OG5v0000174.151	ENSSSAG00000116247	ENSSSAG00000121237	ENSSSAG00000116247_Ssal_ENSSSAG00000121237_Ssal	AORe
ss4r	OG5v0000174.189	ENSSSAG00000059730	ENSSSAG00000077914	ENSSSAG00000059730_Ssal_ENSSSAG00000077914_Ssal	NA
ss4r	OG5v0000175.111	ENSSSAG00000064103	ENSSSAG00000006928	ENSSSAG00000006928_Ssal_ENSSSAG00000064103_Ssal	AORe
ss4r	OG5v0000175.131	ENSSSAG00000058729	ENSSSAG00000003819	ENSSSAG00000003819_Ssal_ENSSSAG00000058729_Ssal	AORe
ss4r	OG5v0000175.150	ENSSSAG00000056260	ENSSSAG00000000728	ENSSSAG00000000728_Ssal_ENSSSAG00000056260_Ssal	AORe
ss4r	OG5v0000175.172	ENSSSAG00000043863	ENSSSAG00000045635	ENSSSAG00000043863_Ssal_ENSSSAG00000045635_Ssal	AORe
ss4r	OG5v0000175.190	ENSSSAG00000080605	ENSSSAG00000080973	ENSSSAG00000080605_Ssal_ENSSSAG00000080973_Ssal	AORe
ss4r	OG5v0000177.111	ENSSSAG00000051995	ENSSSAG00000114975	ENSSSAG00000051995_Ssal_ENSSSAG00000114975_Ssal	AORe
ss4r	OG5v0000177.127	ENSSSAG00000048510	ENSSSAG00000056108	ENSSSAG00000048510_Ssal_ENSSSAG00000056108_Ssal	LORe
ss4r	OG5v0000177.149	ENSSSAG00000039561	ENSSSAG00000054628	ENSSSAG00000039561_Ssal_ENSSSAG00000054628_Ssal	NA
ss4r	OG5v0000177.179	ENSSSAG00000001003	ENSSSAG00000055133	ENSSSAG00000001003_Ssal_ENSSSAG00000055133_Ssal	AORe
ss4r	OG5v0000177.195	ENSSSAG00000107457	ENSSSAG00000111551	ENSSSAG00000107457_Ssal_ENSSSAG00000111551_Ssal	NA
ss4r	OG5v0000178.121	ENSSSAG00000075144	ENSSSAG00000071386	ENSSSAG00000071386_Ssal_ENSSSAG00000075144_Ssal	AORe
ss4r	OG5v0000178.153	ENSSSAG00000074519	ENSSSAG00000084287	ENSSSAG00000074519_Ssal_ENSSSAG00000084287_Ssal	LORe
ss4r	OG5v0000178.171	ENSSSAG00000082868	ENSSSAG00000063562	ENSSSAG00000063562_Ssal_ENSSSAG00000082868_Ssal	AORe
ss4r	OG5v0000178.190	ENSSSAG00000063819	ENSSSAG00000074464	ENSSSAG00000063819_Ssal_ENSSSAG00000074464_Ssal	AORe
ss4r	OG5v0000179.111	ENSSSAG00000091268	ENSSSAG00000056038	ENSSSAG00000056038_Ssal_ENSSSAG00000091268_Ssal	LORe
ss4r	OG5v0000179.131	ENSSSAG00000068071	ENSSSAG00000054688	ENSSSAG00000054688_Ssal_ENSSSAG00000068071_Ssal	NA
ss4r	OG5v0000179.150	ENSSSAG00000048892	ENSSSAG00000067987	ENSSSAG00000048892_Ssal_ENSSSAG00000067987_Ssal	AORe
ss4r	OG5v0000179.171	ENSSSAG00000071219	ENSSSAG00000064707	ENSSSAG00000064707_Ssal_ENSSSAG00000071219_Ssal	AORe
ss4r	OG5v0000179.190	ENSSSAG00000072750	ENSSSAG00000063491	ENSSSAG00000063491_Ssal_ENSSSAG00000072750_Ssal	AORe
ss4r	OG5v0000180.127	ENSSSAG00000088008	ENSSSAG00000112124	ENSSSAG00000088008_Ssal_ENSSSAG00000112124_Ssal	NA
ss4r	OG5v0000180.142	ENSSSAG00000091393	ENSSSAG00000121470	ENSSSAG00000091393_Ssal_ENSSSAG00000121470_Ssal	AORe
ss4r	OG5v0000181.143	ENSSSAG00000067586	ENSSSAG00000007973	ENSSSAG00000007973_Ssal_ENSSSAG00000067586_Ssal	NA
ss4r	OG5v0000181.177	ENSSSAG00000074245	ENSSSAG00000064465	ENSSSAG00000064465_Ssal_ENSSSAG00000074245_Ssal	AORe
ss4r	OG5v0000181.189	ENSSSAG00000107528	ENSSSAG00000122146	ENSSSAG00000107528_Ssal_ENSSSAG00000122146_Ssal	AORe
ss4r	OG5v0000182.108	ENSSSAG00000076512	ENSSSAG00000041241	ENSSSAG00000041241_Ssal_ENSSSAG00000076512_Ssal	LORe
ss4r	OG5v0000182.130	ENSSSAG00000064844	ENSSSAG00000076230	ENSSSAG00000064844_Ssal_ENSSSAG00000076230_Ssal	AORe
ss4r	OG5v0000182.149	ENSSSAG00000042172	ENSSSAG00000069053	ENSSSAG00000042172_Ssal_ENSSSAG00000069053_Ssal	NA
ss4r	OG5v0000182.192	ENSSSAG00000108050	ENSSSAG00000002929	ENSSSAG00000002929_Ssal_ENSSSAG00000108050_Ssal	NA
ss4r	OG5v0000183.132	ENSSSAG00000099728	ENSSSAG00000071565	ENSSSAG00000071565_Ssal_ENSSSAG00000099728_Ssal	NA
ss4r	OG5v0000185.106	ENSSSAG00000048206	ENSSSAG00000057049	ENSSSAG00000048206_Ssal_ENSSSAG00000057049_Ssal	AORe
ss4r	OG5v0000185.128	ENSSSAG00000078328	ENSSSAG00000041281	ENSSSAG00000041281_Ssal_ENSSSAG00000078328_Ssal	NA
ss4r	OG5v0000185.148	ENSSSAG00000068383	ENSSSAG00000095889	ENSSSAG00000068383_Ssal_ENSSSAG00000095889_Ssal	LORe
ss4r	OG5v0000185.168	ENSSSAG00000059265	ENSSSAG00000069239	ENSSSAG00000059265_Ssal_ENSSSAG00000069239_Ssal	LORe
ss4r	OG5v0000185.183	ENSSSAG00000118424	ENSSSAG00000047065	ENSSSAG00000047065_Ssal_ENSSSAG00000118424_Ssal	NA
ss4r	OG5v0000187.169	ENSSSAG00000086355	ENSSSAG00000089490	ENSSSAG00000086355_Ssal_ENSSSAG00000089490_Ssal	LORe
ss4r	OG5v0000188.173	ENSSSAG00000075889	ENSSSAG00000090268	ENSSSAG00000075889_Ssal_ENSSSAG00000090268_Ssal	AORe
ss4r	OG5v0000191.114	ENSSSAG00000065759	ENSSSAG00000050060	ENSSSAG00000050060_Ssal_ENSSSAG00000065759_Ssal	AORe
ss4r	OG5v0000191.147	ENSSSAG00000096916	ENSSSAG00000111433	ENSSSAG00000096916_Ssal_ENSSSAG00000111433_Ssal	AORe
ss4r	OG5v0000191.166	ENSSSAG00000074037	ENSSSAG00000065535	ENSSSAG00000065535_Ssal_ENSSSAG00000074037_Ssal	NA
ss4r	OG5v0000191.182	ENSSSAG00000051752	ENSSSAG00000006311	ENSSSAG00000006311_Ssal_ENSSSAG00000051752_Ssal	NA
ss4r	OG5v0000193.106	ENSSSAG00000004398	ENSSSAG00000030457	ENSSSAG00000004398_Ssal_ENSSSAG00000030457_Ssal	AORe
ss4r	OG5v0000193.122	ENSSSAG00000067854	ENSSSAG00000114656	ENSSSAG00000067854_Ssal_ENSSSAG00000114656_Ssal	AORe
ss4r	OG5v0000193.139	ENSSSAG00000052814	ENSSSAG00000101004	ENSSSAG00000052814_Ssal_ENSSSAG00000101004_Ssal	AORe
ss4r	OG5v0000193.161	ENSSSAG00000007683	ENSSSAG00000047890	ENSSSAG00000007683_Ssal_ENSSSAG00000047890_Ssal	AORe
ss4r	OG5v0000193.182	ENSSSAG00000114976	ENSSSAG00000076779	ENSSSAG00000076779_Ssal_ENSSSAG00000114976_Ssal	LORe
ss4r	OG5v0000199.172	ENSSSAG00000042829	ENSSSAG00000046764	ENSSSAG00000042829_Ssal_ENSSSAG00000046764_Ssal	NA
ss4r	OG5v0000200.141	ENSSSAG00000064193	ENSSSAG00000050790	ENSSSAG00000050790_Ssal_ENSSSAG00000064193_Ssal	NA
ss4r	OG5v0000200.176	ENSSSAG00000067168	ENSSSAG00000075607	ENSSSAG00000067168_Ssal_ENSSSAG00000075607_Ssal	AORe
ss4r	OG5v0000203.114	ENSSSAG00000094559	ENSSSAG00000100171	ENSSSAG00000094559_Ssal_ENSSSAG00000100171_Ssal	LORe
ss4r	OG5v0000203.159	ENSSSAG00000046712	ENSSSAG00000069354	ENSSSAG00000046712_Ssal_ENSSSAG00000069354_Ssal	AORe
ss4r	OG5v0000203.175	ENSSSAG00000005843	ENSSSAG00000044611	ENSSSAG00000005843_Ssal_ENSSSAG00000044611_Ssal	AORe
ss4r	OG5v0000203.140	ENSSSAG00000076708	ENSSSAG00000003110	ENSSSAG00000003110_Ssal_ENSSSAG00000076708_Ssal	NA
ss4r	OG5v0000204.111	ENSSSAG00000073788	ENSSSAG00000044653	ENSSSAG00000044653_Ssal_ENSSSAG00000073788_Ssal	AORe
ss4r	OG5v0000204.139	ENSSSAG00000054415	ENSSSAG00000042952	ENSSSAG00000042952_Ssal_ENSSSAG00000054415_Ssal	AORe
ss4r	OG5v0000204.161	ENSSSAG00000096383	ENSSSAG00000000660	ENSSSAG00000000660_Ssal_ENSSSAG00000096383_Ssal	LORe
ss4r	OG5v0000204.179	ENSSSAG00000000210	ENSSSAG00000108726	ENSSSAG00000000210_Ssal_ENSSSAG00000108726_Ssal	NA
ss4r	OG5v0000205.104	ENSSSAG00000010177	ENSSSAG00000016044	ENSSSAG00000010177_Ssal_ENSSSAG00000016044_Ssal	LORe
ss4r	OG5v0000205.122	ENSSSAG00000096973	ENSSSAG00000118926	ENSSSAG00000096973_Ssal_ENSSSAG00000118926_Ssal	NA
ss4r	OG5v0000205.135	ENSSSAG00000072697	ENSSSAG00000055483	ENSSSAG00000055483_Ssal_ENSSSAG00000072697_Ssal	AORe
ss4r	OG5v0000205.156	ENSSSAG00000010698	ENSSSAG00000003368	ENSSSAG00000003368_Ssal_ENSSSAG00000010698_Ssal	AORe
ss4r	OG5v0000205.175	ENSSSAG00000080428	ENSSSAG00000068056	ENSSSAG00000068056_Ssal_ENSSSAG00000080428_Ssal	AORe
ss4r	OG5v0000206.173	ENSSSAG00000099665	ENSSSAG00000071436	ENSSSAG00000071436_Ssal_ENSSSAG00000099665_Ssal	NA
ss4r	OG5v0000207.104	ENSSSAG00000076660	ENSSSAG00000108788	ENSSSAG00000076660_Ssal_ENSSSAG00000108788_Ssal	NA
ss4r	OG5v0000207.121	ENSSSAG00000003352	ENSSSAG00000098177	ENSSSAG00000003352_Ssal_ENSSSAG00000098177_Ssal	AORe
ss4r	OG5v0000207.175	ENSSSAG00000082947	ENSSSAG00000090101	ENSSSAG00000082947_Ssal_ENSSSAG00000090101_Ssal	LORe
ss4r	OG5v0000208.106	ENSSSAG00000001101	ENSSSAG00000120819	ENSSSAG00000001101_Ssal_ENSSSAG00000120819_Ssal	AORe
ss4r	OG5v0000208.122	ENSSSAG00000042920	ENSSSAG00000005133	ENSSSAG00000005133_Ssal_ENSSSAG00000042920_Ssal	AORe
ss4r	OG5v0000208.168	ENSSSAG00000004620	ENSSSAG00000038183	ENSSSAG00000004620_Ssal_ENSSSAG00000038183_Ssal	NA
ss4r	OG5v0000208.178	ENSSSAG00000107797	ENSSSAG00000001776	ENSSSAG00000001776_Ssal_ENSSSAG00000107797_Ssal	NA
ss4r	OG5v0000215.116	ENSSSAG00000099493	ENSSSAG00000109064	ENSSSAG00000099493_Ssal_ENSSSAG00000109064_Ssal	AORe
ss4r	OG5v0000215.136	ENSSSAG00000097027	ENSSSAG00000098839	ENSSSAG00000097027_Ssal_ENSSSAG00000098839_Ssal	AORe
ss4r	OG5v0000215.158	ENSSSAG00000069231	ENSSSAG00000064419	ENSSSAG00000064419_Ssal_ENSSSAG00000069231_Ssal	AORe
ss4r	OG5v0000215.175	ENSSSAG00000062619	ENSSSAG00000077589	ENSSSAG00000062619_Ssal_ENSSSAG00000077589_Ssal	AORe
ss4r	OG5v0000216.114	ENSSSAG00000113218	ENSSSAG00000080162	ENSSSAG00000080162_Ssal_ENSSSAG00000113218_Ssal	AORe
ss4r	OG5v0000216.136	ENSSSAG00000061710	ENSSSAG00000104678	ENSSSAG00000061710_Ssal_ENSSSAG00000104678_Ssal	AORe
ss4r	OG5v0000216.154	ENSSSAG00000086354	ENSSSAG00000102465	ENSSSAG00000086354_Ssal_ENSSSAG00000102465_Ssal	AORe
ss4r	OG5v0000216.169	ENSSSAG00000069412	ENSSSAG00000089832	ENSSSAG00000069412_Ssal_ENSSSAG00000089832_Ssal	NA
ss4r	OG5v0000221.103	ENSSSAG00000095532	ENSSSAG00000002107	ENSSSAG00000002107_Ssal_ENSSSAG00000095532_Ssal	AORe
ss4r	OG5v0000221.133	ENSSSAG00000058588	ENSSSAG00000076980	ENSSSAG00000058588_Ssal_ENSSSAG00000076980_Ssal	NA
ss4r	OG5v0000221.156	ENSSSAG00000044568	ENSSSAG00000042611	ENSSSAG00000042611_Ssal_ENSSSAG00000044568_Ssal	LORe
ss4r	OG5v0000221.170	ENSSSAG00000078028	ENSSSAG00000076438	ENSSSAG00000076438_Ssal_ENSSSAG00000078028_Ssal	AORe
ss4r	OG5v0000222.105	ENSSSAG00000046596	ENSSSAG00000046798	ENSSSAG00000046596_Ssal_ENSSSAG00000046798_Ssal	AORe
ss4r	OG5v0000222.170	ENSSSAG00000046722	ENSSSAG00000003802	ENSSSAG00000003802_Ssal_ENSSSAG00000046722_Ssal	AORe
ss4r	OG5v0000223.121	ENSSSAG00000054106	ENSSSAG00000109417	ENSSSAG00000054106_Ssal_ENSSSAG00000109417_Ssal	NA
ss4r	OG5v0000224.100	ENSSSAG00000053453	ENSSSAG00000098228	ENSSSAG00000053453_Ssal_ENSSSAG00000098228_Ssal	NA
ss4r	OG5v0000224.150	ENSSSAG00000086086	ENSSSAG00000047605	ENSSSAG00000047605_Ssal_ENSSSAG00000086086_Ssal	AORe
ss4r	OG5v0000224.168	ENSSSAG00000079032	ENSSSAG00000079514	ENSSSAG00000079032_Ssal_ENSSSAG00000079514_Ssal	NA
ss4r	OG5v0000224.127	ENSSSAG00000111073	ENSSSAG00000116327	ENSSSAG00000111073_Ssal_ENSSSAG00000116327_Ssal	NA
ss4r	OG5v0000225.121	ENSSSAG00000015372	ENSSSAG00000009841	ENSSSAG00000009841_Ssal_ENSSSAG00000015372_Ssal	AORe
ss4r	OG5v0000225.155	ENSSSAG00000077150	ENSSSAG00000078964	ENSSSAG00000077150_Ssal_ENSSSAG00000078964_Ssal	NA
ss4r	OG5v0000225.168	ENSSSAG00000078711	ENSSSAG00000001260	ENSSSAG00000001260_Ssal_ENSSSAG00000078711_Ssal	AORe
ss4r	OG5v0000226.101	ENSSSAG00000056867	ENSSSAG00000040278	ENSSSAG00000040278_Ssal_ENSSSAG00000056867_Ssal	AORe
ss4r	OG5v0000226.134	ENSSSAG00000079655	ENSSSAG00000063814	ENSSSAG00000063814_Ssal_ENSSSAG00000079655_Ssal	AORe
ss4r	OG5v0000226.150	ENSSSAG00000080349	ENSSSAG00000075817	ENSSSAG00000075817_Ssal_ENSSSAG00000080349_Ssal	NA
ss4r	OG5v0000227.116	ENSSSAG00000046791	ENSSSAG00000058166	ENSSSAG00000046791_Ssal_ENSSSAG00000058166_Ssal	LORe
ss4r	OG5v0000227.172	ENSSSAG00000043489	ENSSSAG00000113550	ENSSSAG00000043489_Ssal_ENSSSAG00000113550_Ssal	LORe
ss4r	OG5v0000228.98	ENSSSAG00000104349	ENSSSAG00000069807	ENSSSAG00000069807_Ssal_ENSSSAG00000104349_Ssal	LORe
ss4r	OG5v0000228.119	ENSSSAG00000113276	ENSSSAG00000080968	ENSSSAG00000080968_Ssal_ENSSSAG00000113276_Ssal	AORe
ss4r	OG5v0000228.133	ENSSSAG00000010477	ENSSSAG00000003488	ENSSSAG00000003488_Ssal_ENSSSAG00000010477_Ssal	AORe
ss4r	OG5v0000228.152	ENSSSAG00000071866	ENSSSAG00000042731	ENSSSAG00000042731_Ssal_ENSSSAG00000071866_Ssal	AORe
ss4r	OG5v0000228.169	ENSSSAG00000038613	ENSSSAG00000001718	ENSSSAG00000001718_Ssal_ENSSSAG00000038613_Ssal	AORe
ss4r	OG5v0000230.117	ENSSSAG00000043765	ENSSSAG00000067594	ENSSSAG00000043765_Ssal_ENSSSAG00000067594_Ssal	AORe
ss4r	OG5v0000230.150	ENSSSAG00000108588	ENSSSAG00000016565	ENSSSAG00000016565_Ssal_ENSSSAG00000108588_Ssal	AORe
ss4r	OG5v0000230.140	ENSSSAG00000005656	ENSSSAG00000100630	ENSSSAG00000005656_Ssal_ENSSSAG00000100630_Ssal	AORe
ss4r	OG5v0000233.126	ENSSSAG00000055727	ENSSSAG00000045806	ENSSSAG00000045806_Ssal_ENSSSAG00000055727_Ssal	LORe
ss4r	OG5v0000233.146	ENSSSAG00000094199	ENSSSAG00000073641	ENSSSAG00000073641_Ssal_ENSSSAG00000094199_Ssal	AORe
ss4r	OG5v0000233.166	ENSSSAG00000079606	ENSSSAG00000080730	ENSSSAG00000079606_Ssal_ENSSSAG00000080730_Ssal	AORe
ss4r	OG5v0000236.110	ENSSSAG00000070557	ENSSSAG00000074527	ENSSSAG00000070557_Ssal_ENSSSAG00000074527_Ssal	AORe
ss4r	OG5v0000236.129	ENSSSAG00000039668	ENSSSAG00000056252	ENSSSAG00000039668_Ssal_ENSSSAG00000056252_Ssal	NA
ss4r	OG5v0000236.150	ENSSSAG00000042382	ENSSSAG00000070965	ENSSSAG00000042382_Ssal_ENSSSAG00000070965_Ssal	AORe
ss4r	OG5v0000236.163	ENSSSAG00000055248	ENSSSAG00000007015	ENSSSAG00000007015_Ssal_ENSSSAG00000055248_Ssal	AORe
ss4r	OG5v0000237.126	ENSSSAG00000067619	ENSSSAG00000062061	ENSSSAG00000062061_Ssal_ENSSSAG00000067619_Ssal	AORe
ss4r	OG5v0000237.148	ENSSSAG00000057094	ENSSSAG00000074134	ENSSSAG00000057094_Ssal_ENSSSAG00000074134_Ssal	AORe
ss4r	OG5v0000237.164	ENSSSAG00000067857	ENSSSAG00000041512	ENSSSAG00000041512_Ssal_ENSSSAG00000067857_Ssal	NA
ss4r	OG5v0000239.129	ENSSSAG00000065232	ENSSSAG00000108555	ENSSSAG00000065232_Ssal_ENSSSAG00000108555_Ssal	AORe
ss4r	OG5v0000240.132	ENSSSAG00000000410	ENSSSAG00000068085	ENSSSAG00000000410_Ssal_ENSSSAG00000068085_Ssal	LORe
ss4r	OG5v0000242.110	ENSSSAG00000079099	ENSSSAG00000078705	ENSSSAG00000078705_Ssal_ENSSSAG00000079099_Ssal	AORe
ss4r	OG5v0000242.128	ENSSSAG00000071724	ENSSSAG00000056167	ENSSSAG00000056167_Ssal_ENSSSAG00000071724_Ssal	NA
ss4r	OG5v0000242.146	ENSSSAG00000114028	ENSSSAG00000007873	ENSSSAG00000007873_Ssal_ENSSSAG00000114028_Ssal	LORe
ss4r	OG5v0000242.161	ENSSSAG00000064060	ENSSSAG00000010454	ENSSSAG00000010454_Ssal_ENSSSAG00000064060_Ssal	AORe
ss4r	OG5v0000245.109	ENSSSAG00000072188	ENSSSAG00000086449	ENSSSAG00000072188_Ssal_ENSSSAG00000086449_Ssal	NA
ss4r	OG5v0000245.136	ENSSSAG00000001646	ENSSSAG00000076967	ENSSSAG00000001646_Ssal_ENSSSAG00000076967_Ssal	AORe
ss4r	OG5v0000246.109	ENSSSAG00000114295	ENSSSAG00000068779	ENSSSAG00000068779_Ssal_ENSSSAG00000114295_Ssal	AORe
ss4r	OG5v0000246.142	ENSSSAG00000049772	ENSSSAG00000015758	ENSSSAG00000015758_Ssal_ENSSSAG00000049772_Ssal	AORe
ss4r	OG5v0000246.160	ENSSSAG00000072813	ENSSSAG00000078438	ENSSSAG00000072813_Ssal_ENSSSAG00000078438_Ssal	AORe
ss4r	OG5v0000254.120	ENSSSAG00000041700	ENSSSAG00000070593	ENSSSAG00000041700_Ssal_ENSSSAG00000070593_Ssal	LORe
ss4r	OG5v0000254.142	ENSSSAG00000107673	ENSSSAG00000052059	ENSSSAG00000052059_Ssal_ENSSSAG00000107673_Ssal	AORe
ss4r	OG5v0000254.159	ENSSSAG00000007819	ENSSSAG00000063387	ENSSSAG00000007819_Ssal_ENSSSAG00000063387_Ssal	AORe
ss4r	OG5v0000256.94	ENSSSAG00000006093	ENSSSAG00000057061	ENSSSAG00000006093_Ssal_ENSSSAG00000057061_Ssal	AORe
ss4r	OG5v0000256.146	ENSSSAG00000003662	ENSSSAG00000003431	ENSSSAG00000003431_Ssal_ENSSSAG00000003662_Ssal	LORe
ss4r	OG5v0000256.159	ENSSSAG00000051442	ENSSSAG00000072381	ENSSSAG00000051442_Ssal_ENSSSAG00000072381_Ssal	AORe
ss4r	OG5v0000257.97	ENSSSAG00000042362	ENSSSAG00000042666	ENSSSAG00000042362_Ssal_ENSSSAG00000042666_Ssal	LORe
ss4r	OG5v0000257.141	ENSSSAG00000079699	ENSSSAG00000005930	ENSSSAG00000005930_Ssal_ENSSSAG00000079699_Ssal	AORe
ss4r	OG5v0000257.158	ENSSSAG00000076216	ENSSSAG00000063269	ENSSSAG00000063269_Ssal_ENSSSAG00000076216_Ssal	AORe
ss4r	OG5v0000258.114	ENSSSAG00000073372	ENSSSAG00000074323	ENSSSAG00000073372_Ssal_ENSSSAG00000074323_Ssal	AORe
ss4r	OG5v0000258.141	ENSSSAG00000069225	ENSSSAG00000111950	ENSSSAG00000069225_Ssal_ENSSSAG00000111950_Ssal	AORe
ss4r	OG5v0000258.159	ENSSSAG00000075067	ENSSSAG00000054122	ENSSSAG00000054122_Ssal_ENSSSAG00000075067_Ssal	LORe
ss4r	OG5v0000260.150	ENSSSAG00000045256	ENSSSAG00000105789	ENSSSAG00000045256_Ssal_ENSSSAG00000105789_Ssal	NA
ss4r	OG5v0000263.154	ENSSSAG00000044758	ENSSSAG00000041168	ENSSSAG00000041168_Ssal_ENSSSAG00000044758_Ssal	AORe
ss4r	OG5v0000265.124	ENSSSAG00000078823	ENSSSAG00000064121	ENSSSAG00000064121_Ssal_ENSSSAG00000078823_Ssal	AORe
ss4r	OG5v0000265.156	ENSSSAG00000082961	ENSSSAG00000055618	ENSSSAG00000055618_Ssal_ENSSSAG00000082961_Ssal	AORe
ss4r	OG5v0000265.93	ENSSSAG00000056035	ENSSSAG00000095923	ENSSSAG00000056035_Ssal_ENSSSAG00000095923_Ssal	AORe
