"gene1" "gene2" "ID" "regulation_0" "Common_SNP_0" "regulation_0.05" "Common_SNP_0.05" "regulation_0.1" "Common_SNP_0.1" "regulation_0.15" "Common_SNP_0.15" "regulation_0.2" "Common_SNP_0.2" "regulation_0.25" "Common_SNP_0.25" "regulation_0.3" "Common_SNP_0.3" "regulation_0.35" "Common_SNP_0.35" "regulation_0.4" "Common_SNP_0.4" "regulation_0.45" "Common_SNP_0.45" "regulation_0.5" "Common_SNP_0.5" "regulation_0.55" "Common_SNP_0.55" "regulation_0.6" "Common_SNP_0.6" "regulation_0.65" "Common_SNP_0.65" "regulation_0.7" "Common_SNP_0.7" "regulation_0.75" "Common_SNP_0.75" "regulation_0.8" "Common_SNP_0.8" "regulation_0.85" "Common_SNP_0.85" "regulation_0.9" "Common_SNP_0.9" "regulation_0.95" "Common_SNP_0.95" "regulation_1" "Common_SNP_1"
"ENSSSAG00000079436" "ENSSSAG00000070856" "ENSSSAG00000070856_Ssal_ENSSSAG00000079436_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000061402" "ENSSSAG00000115461" "ENSSSAG00000061402_Ssal_ENSSSAG00000115461_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000099503" "ENSSSAG00000104488" "ENSSSAG00000099503_Ssal_ENSSSAG00000104488_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000081191" "ENSSSAG00000055457" "ENSSSAG00000055457_Ssal_ENSSSAG00000081191_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000104885" "ENSSSAG00000121385" "ENSSSAG00000104885_Ssal_ENSSSAG00000121385_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000040203" "ENSSSAG00000075916" "ENSSSAG00000040203_Ssal_ENSSSAG00000075916_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000071355" "ENSSSAG00000006493" "ENSSSAG00000006493_Ssal_ENSSSAG00000071355_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000080905" "ENSSSAG00000079565" "ENSSSAG00000079565_Ssal_ENSSSAG00000080905_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000083080" "ENSSSAG00000112245" "ENSSSAG00000083080_Ssal_ENSSSAG00000112245_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000070160" "ENSSSAG00000049640" "ENSSSAG00000049640_Ssal_ENSSSAG00000070160_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000093082" "ENSSSAG00000105405" "ENSSSAG00000093082_Ssal_ENSSSAG00000105405_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000108308" "ENSSSAG00000058897" "ENSSSAG00000058897_Ssal_ENSSSAG00000108308_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000079104" "ENSSSAG00000048986" "ENSSSAG00000048986_Ssal_ENSSSAG00000079104_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000077825" "ENSSSAG00000072482" "ENSSSAG00000072482_Ssal_ENSSSAG00000077825_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000074033" "ENSSSAG00000059602" "ENSSSAG00000059602_Ssal_ENSSSAG00000074033_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000039813" "ENSSSAG00000074204" "ENSSSAG00000039813_Ssal_ENSSSAG00000074204_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000065547" "ENSSSAG00000004685" "ENSSSAG00000004685_Ssal_ENSSSAG00000065547_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000095438" "ENSSSAG00000065398" "ENSSSAG00000065398_Ssal_ENSSSAG00000095438_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000044553" "ENSSSAG00000106340" "ENSSSAG00000044553_Ssal_ENSSSAG00000106340_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000043937" "ENSSSAG00000007371" "ENSSSAG00000007371_Ssal_ENSSSAG00000043937_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000046668" "ENSSSAG00000058403" "ENSSSAG00000046668_Ssal_ENSSSAG00000058403_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000104016" "ENSSSAG00000104085" "ENSSSAG00000104016_Ssal_ENSSSAG00000104085_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000066568" "ENSSSAG00000055849" "ENSSSAG00000055849_Ssal_ENSSSAG00000066568_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000063801" "ENSSSAG00000055905" "ENSSSAG00000055905_Ssal_ENSSSAG00000063801_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000075643" "ENSSSAG00000090171" "ENSSSAG00000075643_Ssal_ENSSSAG00000090171_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000102625" "ENSSSAG00000086064" "ENSSSAG00000086064_Ssal_ENSSSAG00000102625_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000102743" "ENSSSAG00000114582" "ENSSSAG00000102743_Ssal_ENSSSAG00000114582_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000122036" "ENSSSAG00000092426" "ENSSSAG00000092426_Ssal_ENSSSAG00000122036_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000073338" "ENSSSAG00000121625" "ENSSSAG00000073338_Ssal_ENSSSAG00000121625_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000106605" "ENSSSAG00000108059" "ENSSSAG00000106605_Ssal_ENSSSAG00000108059_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000044931" "ENSSSAG00000098076" "ENSSSAG00000044931_Ssal_ENSSSAG00000098076_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000104483" "ENSSSAG00000119445" "ENSSSAG00000104483_Ssal_ENSSSAG00000119445_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000079931" "ENSSSAG00000084612" "ENSSSAG00000079931_Ssal_ENSSSAG00000084612_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000094519" "ENSSSAG00000078083" "ENSSSAG00000078083_Ssal_ENSSSAG00000094519_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000080386" "ENSSSAG00000096919" "ENSSSAG00000080386_Ssal_ENSSSAG00000096919_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000073861" "ENSSSAG00000106518" "ENSSSAG00000073861_Ssal_ENSSSAG00000106518_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000075845" "ENSSSAG00000064261" "ENSSSAG00000064261_Ssal_ENSSSAG00000075845_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000037585" "ENSSSAG00000057090" "ENSSSAG00000037585_Ssal_ENSSSAG00000057090_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000067809" "ENSSSAG00000046988" "ENSSSAG00000046988_Ssal_ENSSSAG00000067809_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000006686" "ENSSSAG00000003820" "ENSSSAG00000003820_Ssal_ENSSSAG00000006686_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000070635" "ENSSSAG00000069973" "ENSSSAG00000069973_Ssal_ENSSSAG00000070635_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000069947" "ENSSSAG00000005527" "ENSSSAG00000005527_Ssal_ENSSSAG00000069947_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000029801" "ENSSSAG00000065415" "ENSSSAG00000029801_Ssal_ENSSSAG00000065415_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000041266" "ENSSSAG00000064682" "ENSSSAG00000041266_Ssal_ENSSSAG00000064682_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000061495" "ENSSSAG00000110196" "ENSSSAG00000061495_Ssal_ENSSSAG00000110196_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000090893" "ENSSSAG00000041304" "ENSSSAG00000041304_Ssal_ENSSSAG00000090893_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA
"ENSSSAG00000029049" "ENSSSAG00000065435" "ENSSSAG00000029049_Ssal_ENSSSAG00000065435_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000090709" "ENSSSAG00000101086" "ENSSSAG00000090709_Ssal_ENSSSAG00000101086_Ssal" "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Distinct eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000042837" "ENSSSAG00000077772" "ENSSSAG00000042837_Ssal_ENSSSAG00000077772_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA
"ENSSSAG00000103786" "ENSSSAG00000106636" "ENSSSAG00000103786_Ssal_ENSSSAG00000106636_Ssal" "Single copy eQTL" NA "Single copy eQTL" NA "Single copy eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
"ENSSSAG00000055939" "ENSSSAG00000091663" "ENSSSAG00000055939_Ssal_ENSSSAG00000091663_Ssal" "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA "No eQTL" NA
